date,ticker,side,shares,price,cash_after
2022-05-04,BAJAJ-AUTO,BUY,11.929766117907285,3163.725830078125,269123.4262001009
2022-05-04,EICHERMOT,BUY,15.843373564936895,2382.226806640625,231305.43196765878
2022-05-04,TATACONSUM,BUY,48.56009414048195,777.2330322265625,193487.43773521663
2022-05-04,TATASTEEL,BUY,339.9711973905133,111.01678466796875,155669.4435027745
2022-05-04,INDUSINDBK,BUY,39.75378019326336,949.4067993164062,117851.44927033235
2022-05-04,NESTLEIND,BUY,43.428538528053544,869.0715942382812,80033.4550378902
2022-05-04,DIVISLAB,BUY,8.919920447753306,4231.2607421875,42215.46080544806
2022-05-04,ONGC,TRIM,3.096573849525453,126.38911437988281,42606.051285448586
2022-05-04,SHREECEM,BUY,1.5231479802874635,24779.279296875,4788.057053006443
2022-05-04,TITAN,BUY,0.3168871619052475,2260.287353515625,4070.3684963714622
2022-05-04,AXISBANK,BUY,3.8382191371679073,704.2594604492188,1361.8601534664708
2022-05-04,HEROMOTOCO,BUY,0.6472873969271901,2099.750244140625,0.0
2022-08-02,SHREECEM,SELL,1.5231479802874635,20810.767578125,31634.482847643216
2022-08-02,AXISBANK,SELL,53.69127452550762,728.52001953125,70671.42087689177
2022-08-02,ONGC,SELL,299.2187611883574,106.48624420166016,102470.37758636619
2022-08-02,POWERGRID,SELL,253.618624091817,139.6999053955078,137830.01438294753
2022-08-02,TITAN,SELL,16.730864622824882,2362.385009765625,177275.70868075627
2022-08-02,DIVISLAB,SELL,8.919920447753306,3725.504150390625,210440.4469287169
2022-08-02,TATASTEEL,SELL,339.9711973905133,99.25691986083984,244117.45183531207
2022-08-02,UPL,SELL,47.74509904053105,720.2904663085938,278439.01080786245
2022-08-02,BHARTIARTL,SELL,53.563165174368116,674.2343139648438,314480.9064851379
2022-08-02,SBILIFE,BUY,30.69236697242133,1275.6851806640625,275248.8011835044
2022-08-02,COALINDIA,TRIM,26.527039283475446,158.99661254882812,279458.0751517526
2022-08-02,EICHERMOT,TRIM,2.739991377114423,2994.044189453125,287645.3231030301
2022-08-02,HINDUNILVR,BUY,15.803059867226949,2477.608642578125,248413.21780139665
2022-08-02,M&M,TRIM,11.65763218705848,1222.642822265625,262637.83187888016
2022-08-02,BAJFINANCE,BUY,54.156833946275476,722.9705810546875,223405.7265772467
2022-08-02,ICICIBANK,BUY,49.359736690344995,793.2335205078125,184173.62127561326
2022-08-02,INDUSINDBK,TRIM,1.8750711772228101,1035.729736328125,186111.80411764275
2022-08-02,SBIN,BUY,76.36768651053649,512.7011108398438,146879.6988160093
2022-08-02,BAJAJ-AUTO,TRIM,1.4713404905037046,3751.243896484375,152388.01713659236
2022-08-02,BRITANNIA,BUY,10.78948571507736,3628.884521484375,113155.91183495891
2022-08-02,HEROMOTOCO,TRIM,1.9322503836477791,2445.734130859375,117872.2310061871
2022-08-02,ITC,TRIM,26.247914001233653,262.981201171875,124761.13354258299
2022-08-02,ASIANPAINT,TRIM,0.712239553857787,3289.494873046875,127099.35608665778
